restaurant,address,city,state,zipcode,inspection_date,score,latitude,longitude
Dunkin Donuts,350 Ferst DR NW,Atlanta,GA,30332,2019-10-24,96,33.7742484,-84.3988420
Miso Ko,675 Ponce de Leon STE N151,Atlanta,GA,30303,2019-12-26,93,33.7725970,-84.3655413
Schlotzsky's,3985 Jonesboro RD,Union City,GA,30291,2019-07-15,87,33.5643181,-84.5197245
WNB Factory,2841 Greenbriar PKWY,Atlanta,GA,30331,2019-09-25,95,33.6985812,-84.5433488
The Halal Guys,95 8th ST NW,Atlanta,GA,30309,2019-01-16,92,33.7800213,-84.3900752
"Fairburn Hospitality, LLC dba Fairfield Inn & Suites",7775 Ella LN,Fairburn,GA,30213,2019-05-21,99,33.5451801,-84.5747778
Springhill Suites (Bar),239 Ivan Allen Jr. BLVD,Atlanta,GA,30313,2019-08-07,90,33.7649755,-84.3950221
Noodle,903 Peachtree ST STE A,Atlanta,GA,30309,2019-05-20,91,33.7792143,-84.3838145
Baby B's Spot,1107 McDaniel ST STE B,Atlanta,GA,30310,2019-03-22,91,33.7245810,-84.4017782
Jackson Healthcare,2655 Northwinds PKWY,Alpharetta,GA,30009,2019-07-16,97,34.0619601,-84.2785727
Trederick's Seafood + Grill,609 Whitehall ST,Atlanta,GA,30303,2018-03-02,97,33.7424749,-84.4078896
Irie Mon LLC,1800 Peachtree ST,Atlanta,GA,30309,2019-12-20,96,33.8035985,-84.3939958
Yumi Sushi Inc D/B/A Yumiko,9117 Selborne Lane,Palmetto,GA,30268,2019-01-09,100,33.5246768,-84.7361517
Taste...A Seasonal Bistro,8465 Holcomb Bridge RD STE 610,Alpharetta,GA,30022,2019-12-04,100,33.9880116,-84.2703946
American Deli,225 Central AVE SW STE C,Atlanta,GA,30303,2019-02-21,93,33.7493562,-84.3912044
Thrive Farmers Coffee,5200 Buffington RD,Atlanta,GA,30349,2019-07-16,77,33.6130688,-84.5001708
Salata,900 Parker Square STE 250,Flower Mound,TX,75028,2019-11-26,92,33.0382887,-97.0511147
McAlister's Deli,1299 Northside DR NW,Atlanta,GA,30318,2019-03-04,95,33.7909037,-84.4075408
Gekko Sushi Hibachi Truck,3795 Presidential PKWY,Atlanta,GA,30340,2019-09-19,77,33.8859157,-84.2650369
The Whitley (Club Room Kitchen),3434 Peachtree RD NE,Atlanta,GA,30326,2019-10-17,96,33.8504884,-84.3636308
The Whitley (Club Room Bar),3434 Peachtree RD NE,Atlanta,GA,30326,2019-10-17,100,33.8504884,-84.3636308
The Whitley (Coffee Bar),3434 Peachtree RD NE,Atlanta,GA,30326,2018-08-28,97,33.8504884,-84.3636308
The Whitley Pastry & Garde Manger(Main Kitchen),3434 Peachtree RD NE,Atlanta,GA,30326,2019-10-22,100,33.8504884,-84.3636308
The Whitley (Trade Root Bar),3434 Peachtree RD NE,Atlanta,GA,30326,2019-10-17,100,33.8504884,-84.3636308
The Whitley (Trade Root Kitchen),3434 Peachtree RD NE,Atlanta,GA,30326,2019-10-22,100,33.8504884,-84.3636308
"American Dream Kitchen LLC,DBA Jai Ho",560 Dutch Valley RD STE 100,Atlanta,GA,30324,2019-03-26,73,33.7926062,-84.3694356
"Taste of India Bistro, LLC",225 Peachtree ST NW,Atlanta,GA,30303,2019-07-31,90,33.7602381,-84.3873629
A.J. 2Fish & Wings,221 Cleveland AVE,Atlanta,GA,30315,2019-05-30,87,33.6813962,-84.3967461
Cafe Shekel,3749 Main ST,Atlanta,GA,30337,2019-07-19,86,33.6529938,-84.4497973
Aiken Wings Inc./American Deli,2740 Greenbriar PKWY STE A-1A,Atlanta,GA,30331,2020-01-13,89,33.6885882,-84.4887112
Lenny's Grill,224 Johnson Ferry RD STE 224B,Atlanta,GA,30328,2019-06-05,100,33.9356013,-84.3894765
Village Park Of Alpharetta,12300 Morris RD,Alpharetta,GA,30005,2019-02-08,100,34.0771763,-84.2637957
Mansions At Sandy Springs Assisted & Memory Care,7300 Spalding DR,Norcross,GA,30092,2019-10-08,100,33.9683184,-84.2607692
Baraka Shawarma,57 Forsyth ST NW STE R6,Atlanta,GA,30303,2019-04-11,93,33.7561017,-84.3898501
Sitar Indian Cuisine,8465 Holcomb Bridge RD STE 4001,Alpharetta,GA,30022,2020-01-24,87,33.9880116,-84.2703946
Atlanta Food Innovation Center,302 Decatur ST SE,Atlanta,GA,30312,2019-12-16,98,33.7499693,-84.3797908
Buteco,1039 Grant ST SE STE C-10,Atlanta,GA,30315,2019-04-09,91,33.7258352,-84.3769365
"Service Systems Associates, Inc",800 Cherokee AVE SE,Atlanta,GA,30315,2018-10-03,100,33.7321624,-84.3713351
Flamingo Joes,800 Cherokee AVE SE,Atlanta,GA,30315,2018-10-02,92,33.7321624,-84.3713351
Willie B's,800 Cherokee AVE SE,Atlanta,GA,30315,2019-07-17,90,33.7321624,-84.3713351
Otterly Cool,800 Cherokee AVE SE,Atlanta,GA,30315,2019-07-17,97,33.7321624,-84.3713351
Wild Planet Cafe,800 Cherokee AVE SE,Atlanta,GA,30315,2018-10-02,91,33.7321624,-84.3713351
Wild Burger,800 Cherokee AVE SE,Atlanta,GA,30315,2018-10-03,98,33.7321624,-84.3713351
The Coop (Mobile Truck),800 Cherokee AVE,Atlanta,GA,30315,2018-10-03,91,33.7321624,-84.3713351
Dippin Dots Cart #1,800 Cherokee AVE SE,Atlanta,GA,30315,2018-10-03,100,33.7321624,-84.3713351
Dippin Dots Cart #2,800 Cherokee AVE,Atlanta,GA,30315,2019-07-17,100,33.7321624,-84.3713351
Dippin Dots Cart #3,800 Cherokee AVE SE,Atlanta,GA,30315,2019-07-17,100,33.7321624,-84.3713351
Snack Cart #1,800 Cherokee AVE SE,Atlanta,GA,30315,2019-07-17,100,33.7321624,-84.3713351
Snack Cart #2,800 Cherokee AVE SE,Atlanta,GA,30315,2018-10-03,100,33.7321624,-84.3713351
Snack Cart #3,800 Cherokee AVE SE,Atlanta,GA,30315,2019-07-17,99,33.7321624,-84.3713351
BunMi Aramore,2277 Peachtree RD STE H,Atlanta,GA,30305,2019-12-05,95,33.8157669,-84.3903581
Maggianos #75 Upstairs Kitchen,3368 Peachtree RD NE,Atlanta,GA,30326,2019-12-06,100,33.8483039,-84.3674715
Grant Park Tavern,465 Boulevard SE STE 103A,Atlanta,GA,30312,2018-02-20,100,33.7417117,-84.3685393
District M,6125 Roswell RD STE G,Sandy Springs,GA,30328,2019-01-25,100,33.9220979,-84.3781545
China Wok,4550 Jonesboro RD STE W,Union City,GA,30291,2019-01-16,97,33.5666381,-84.5370780
Village Park Of Alpharetta-Juicy Bar,12300 Morris RD,Alpharetta,GA,30005,2019-02-08,100,34.0771763,-84.2637957
Village Park Of Alpharetta-Bistro,12300 Morris RD,Alpharetta,GA,30005,2019-02-08,100,34.0771763,-84.2637957
Blu Lagoon Bar & Bistro,2263 Cheshire Bridge RD,Atlanta,GA,30324,2018-03-21,100,33.8169423,-84.3517706
C & J Sports Bar II,1917 Pryor RD,Atlanta,GA,30315,2019-04-27,91,33.7021342,-84.3999067
The Canteen-Bagel,75 5th ST NW STE 170,Atlanta,GA,30308,2019-09-19,100,33.7774430,-84.3891231
The Canteen- Bar,75 5th ST NW STE 170,Atlanta,GA,30308,2019-02-12,100,33.7774430,-84.3891231
Senegambia,2180 Campbellton RD,Atlanta,GA,30311,2019-05-08,91,33.7053046,-84.4597586
Caliway Mobile Unit,7040 Jimmy Carter BLVD STE 1,Norcross,GA,30092,2018-04-20,100,33.9460690,-84.2419153
Marche Phase II,864 Spring ST NW,Atlanta,GA,30308,2019-09-05,100,33.7792561,-84.3895212
GP Public House LLC BAR,1039 Grant ST SE,Atlanta,GA,30315,2019-02-22,97,33.7258352,-84.3769365
LaQuinta Inn and Suites #1014,2535 Chantilly DR NE,Atlanta,GA,30324,2019-12-11,100,33.8236857,-84.3500559
Innovative Concessions Enterprises LLC,285 Andrew Young Intl BLVD,Atlanta,GA,30313,2020-03-02,100,33.7585199,-84.3961482
Spawny Dips LLC dba Watchman's Seafood and Spirits-Bar,99 Krog ST STE Y,Atlanta,GA,30307,2019-07-11,100,33.7567769,-84.3639806
Newks Eatery,1715 Howell Mill RD,Atlanta,GA,30318,2019-06-20,84,33.8019480,-84.4131969
Tropical Smoothie Cafe,1845 Piedmont AVE,Atlanta,GA,30324,2019-07-05,100,33.8065737,-84.3659703
McDonalds (Palma 17),5710 Fulton Indusrial BLVD,Atlanta,GA,30336,2019-10-22,98,33.7289537,-84.5738468
Nana G's Chik-N-Waffles "Mobile",1187 Wylie ST,Atlanta,GA,30314,2019-07-25,91,33.7522352,-84.3498054
"Butter and Cream, LLC",661 Auburn AVE NE STE 130,Atlanta,GA,30312,2019-12-12,100,33.7563222,-84.3654592
Zari Cafe,25 Bennett ST,Atlanta,GA,30326,2019-10-16,100,33.8122697,-84.3934211
Moctezuma Cantina Bar,13020 Morris RD STE A/B,Alpharetta,GA,30004,2019-01-09,100,34.0972537,-84.2610362
Southern Crust Catering Mobile,2377 John Glenn DR STE 1061,Atlanta,GA,30341,2018-03-12,100,33.9051882,-84.2916250
Egg Harbor Commissary,1007 Mansell RD STE B,Roswell,GA,30076,2019-10-08,100,34.0416405,-84.3341685
Egg Harbor North Point,5966 North Point PKWY,Alpharetta,GA,30022,2018-12-26,96,34.0490667,-84.2826454
Dunkin Donuts,530 17th ST NW STE 310,Atlanta,GA,30318,2019-04-18,100,33.7911579,-84.4066519
Flower Child,6400 Bluestone RD,Atlanta,GA,30328,2019-11-06,96,33.9252434,-84.3825418
Starbucks,4920 Roswell RD,Atlanta,GA,30342,2020-01-10,99,33.8885729,-84.3823775
"Chinese Buddha Restaurant, Inc",100 10th ST STE 125,Atlanta,GA,30309,2019-02-12,96,33.7810953,-84.3902081
Alto Senior Living Buckhead Kitchen,4804 Roswell RD,Atlanta,GA,30342,2019-10-15,92,33.8857461,-84.3821247
Hilton Garden Inn Atlanta Buckhead-Kitchen One,3342 Peachtree RD NE,Atlanta,GA,30326,2019-12-11,90,33.8474632,-84.3698245
Hilton Grden Inn Atlanta Buckhead Bar,3342 Peachtree RD NE,Atlanta,GA,30326,2019-12-11,100,33.8474632,-84.3698245
It's Jam-Asian!,7040 Jimmy Carter BLVD,Norcross,GA,30092,2018-04-20,100,33.9460690,-84.2419153
Barcelona Steakhouse And Grill,13075 Highway 9 STE 120,Alpharetta,GA,30004,2018-04-10,100,34.1016300,-84.2699768
Hampton Inn Atlanta Buckhead,3398 Piedmont RD NE,Atlanta,GA,30305,2019-12-03,100,33.8472051,-84.3738779
Krispy Krunchy Chicken,3241 Camp Creek PKWY,Atlanta,GA,30344,2019-12-05,96,33.6551099,-84.4950566
Fu Express,1570 Holcomb Bridge RD STE 365,Roswell,GA,30076,2019-06-04,96,34.0191806,-84.3125013
Guac y Margys,661 Auburn AVE STE 120,Atlanta,GA,30312,2019-12-12,94,33.7563222,-84.3654592
Checkers,1449 Donnelly AVE,Atlanta,GA,30310,2018-12-12,85,33.7382039,-84.4347649
Xtremehopp Johns Creek,5805 State Bridge RD STE 600,Duluth,GA,30097,2018-12-20,100,34.0172177,-84.1869062
Destination Sports Bar & Grill-Main,2040 Headland DR,Atlanta,GA,30344,2019-01-15,100,33.6877337,-84.4552250
Destination Sports Bar & Grill-Bar,2040 Headland DR,Atlanta,GA,30344,2019-01-15,100,33.6877337,-84.4552250
Nina + Rafi,661 Auburn AVE STE 220,Atlanta,GA,30312,2019-07-17,100,33.7563222,-84.3654592
Variant Brewery,66 Norcross ST,Roswell,GA,30075,2019-07-05,100,34.0257873,-84.3590930
Poke Factory,5950 North Point PKWY STE 125,Alpharetta,GA,30022,2019-12-09,100,34.0491752,-84.2812470
The James Room,661 Auburn STE 280,Atlanta,GA,30312,2019-12-12,90,33.7563222,-84.3654592
Checkers,211 Cleveland AVE,Atlanta,GA,30315,2018-10-16,89,33.6814111,-84.3958738
Purely,855 Peachtree ST NE STE 4,Atlanta,GA,30308,2019-06-12,88,33.7780871,-84.3838967
Mercedes Benz Coffee Bar,1 Mercedes DR,Sandy Springs,GA,30328,2019-12-03,96,33.9333774,-84.3633948
Mercedes Benz Salad Station,1 Mercedes DR,Sandy Springs,GA,30328,2019-12-03,100,33.9333774,-84.3633948
Mercedes Benz Pizza Station,1 Mercedes DR,Sandy Springs,GA,30328,2019-12-03,100,33.9333774,-84.3633948
Mercedes Benz Deli,1 Mercedes DR,Sandy Springs,GA,30328,2019-12-03,100,33.9333774,-84.3633948
Alto Senior Living Alpharetta,4125 North Point PKWY,Alpharetta,GA,30022,2019-11-21,95,34.0667486,-84.2628598
Mercantile Social,20 N. Main ST,Alpharetta,GA,30009,2019-11-20,98,34.0760995,-84.2947654
Hot Dog Factory,75 Piedmont AVE,Atlanta,GA,30303,2018-08-22,98,33.7566635,-84.3819613
The Wing Shack ATL,495 Whitehall ST STE B,Atlanta,GA,30303,2019-09-09,88,33.7440980,-84.4038470
2 Boy's BBQ #2,4395 Fulton Industrial BLVD STE B,Atlanta,GA,30336,2018-09-05,94,33.7653782,-84.5312704
Poke Bar,6410 North Point PKWY,Alpharetta,GA,30022,2019-12-20,92,34.0443762,-84.2909114
Krust Pizza & Subs,2841 Greenbrair PKWY SW STE N-315,Atlanta,GA,30331,2019-02-13,92,33.6877868,-84.4934528
Adobo Tacos and Tapas,2770 Lenox RD NE STE B1,Atlanta,GA,30324,2018-03-16,100,33.8306890,-84.3566222
Church's Chicken #87,200 Cleveland AVE SW,Atlanta,GA,30315,2018-10-16,91,33.6808127,-84.3949194
Taste of the Trucks LLC d/b/a Just Loaf'n,371 Boulevard SE,Atlanta,GA,30312,2019-02-02,91,33.7445070,-84.3685049
Verizon Wireless Amphitheater- Warming Kitchen,2200 Encore PKWY STE 2400,Alpharetta,GA,30009,2018-02-27,100,34.0543768,-84.3064533
Roof Terrace Bar,660 Peachtree ST NE,Atlanta,GA,30308,2019-05-23,100,33.7724230,-84.3850225
Terrace Bar,660 Peachtree ST NE,Atlanta,GA,30308,2019-05-23,100,33.7724230,-84.3850225
Burger 21,2500 Old Milton PKWY STE 100,Alpharetta,GA,30009,2019-11-04,91,34.0697989,-84.2846194
Sisters Of The New South,2880 Holcomb Bridge RD STE 184,Alpharetta,GA,30022,2018-05-25,100,33.9907060,-84.2749562
Bratplatz,3795 Presidential PKWY STE FT-14,Atlanta,GA,30340,2019-06-27,91,33.8862547,-84.2655793
EDBT,1397 North Highland AVE,Atlanta,GA,30306,2019-04-30,89,33.7924709,-84.3521099
NAM KITCHEN,6400 Bluestone RD STE 100,Atlanta,GA,30328,2019-11-13,100,33.9252434,-84.3825418
Pita Mediterranean Street Food,5530 Windward PKWY STE 101,Alpharetta,GA,30004,2019-12-03,92,34.0887164,-84.2677097
Fuzzy's Taco Shop,5325 Windward PKWY STE 102,Alpharetta,GA,30004,2019-01-16,99,34.0889201,-84.2744193
Halal American Deli,66 Walton ST,Atlanta,GA,30303,2019-02-13,99,33.7562160,-84.3909873
Cowabunga Inc dba Domino's,955 Marietta ST NW,Atlanta,GA,30318,2019-03-07,100,33.7786307,-84.4091070
Moustach Hookah Bar,7855 Roswell RD STE B,Sandy Springs,GA,30350,2020-01-23,100,33.9706489,-84.3585179
Henri's Bakery & Deli,699 Miami CIR,Atlanta,GA,30324,2018-04-19,100,33.8288445,-84.3644481
"Believe Holdings, LLC- Kitchen",183 Ralph David Abernathy BLVD,Atlanta,GA,30312,2019-06-20,100,33.7370671,-84.3938840
Believe Holdings- Main Bar,183 Ralph David Abernathy BLVD,Atlanta,GA,30312,2018-10-01,100,33.7370671,-84.3938840
Believe Holdings- Upper Bar,183 Ralph David Abernathy BLVD,Atlanta,GA,30312,2018-10-02,100,33.7370671,-84.3938840
Believe Holdings- Basement Bar,183 Ralph David Abernathy BLVD,Atlanta,GA,30312,2018-10-02,100,33.7370671,-84.3938840
Starbucks at Three Alliance Center,3550 Lenox RD STE 500,Atlanta,GA,30326,2020-02-06,100,33.8517433,-84.3675947
Hong Kong Cafe,10820 Abbotts Bridge RD STE 110,Duluth,GA,30097,2019-06-28,99,34.0453433,-84.1777738
Batter Cookie Dough Counter Avalon,2200 Avalon BLVD,Alpharetta,GA,30009,2018-03-28,100,34.0707877,-84.2771700
Batter Cookie Dough Catering,2200 Avalon BLVD,Alpharetta,GA,30009,2018-03-28,100,34.0707877,-84.2771700
White Windmill Bakery,10820 Abbotts Bridge RD STE 360,Johns Creek,GA,30097,2019-06-28,96,34.0453433,-84.1777738
Jerk Wingz N Thingz,3024 Martin Luther King Jr DR SW STE F,Atlanta,GA,30311,2019-06-19,100,33.7524686,-84.4855480
Salata/Johns Creek Village,11720 Medlock Bridge RD STE 160,Duluth,GA,30097,2020-03-11,100,34.0662492,-84.1699434
M Thai Street Food,875 North Main ST STE 301,Alpharetta,GA,30009,2019-10-30,100,34.0931491,-84.2796018
Tiny Louis Grab N Go,789 Ponce de Leon AVE NE,Atlanta,GA,30306,2019-06-06,95,33.7734009,-84.3612288
Hotel Clermont- Lobby Bar,789 Ponce de Leon AVE NE,Atlanta,GA,30306,2019-04-30,95,33.7734009,-84.3612288
Tiny Lou's Rooftop Bar,789 Ponce de Leon AVE NE,Atlanta,GA,30306,2019-06-06,94,33.7734009,-84.3612288
Tiny Louâ<U+0080><U+0099>s Main Kitchen,789 Ponce de Leon AVE NE,Atlanta,GA,30306,2019-06-13,85,33.7734009,-84.3612288
Tiny Lou's Rooftop Mobile Cart,789 Ponce de Leon AVE NE,Atlanta,GA,30306,2019-06-06,100,33.7734009,-84.3612288
Taco Pete Bistro,301 N. Central AVE,Atlanta,GA,30354,2018-04-09,100,33.6538028,-84.3971566
Flatbread Bistro,3795 Presidential PKWY RM FT-4,Atlanta,GA,30340,2019-03-06,100,33.8859157,-84.2650369
Savi Provisions-Upstairs Bar,308 Pharr RD NE,Atlanta,GA,30305,2019-03-25,100,33.8373932,-84.3775959
NaanStop,265 18th ST NW,Atlanta,GA,30363,2019-07-17,100,33.7927130,-84.3970828
Lil Kikos Taqueria,10980 Crabapple RD,Roswell,GA,30075,2019-11-06,90,34.0478485,-84.3615856
"Asian Kitchen (Immanuel Gao, Inc)",2300 Holcomb Bridge RD STE 307,Roswell,GA,30076,2019-11-04,100,34.0047141,-84.2945073
Rising Roll Gourmet Cafe,7000 Central PKWY STE 150,Atlanta,GA,30328,2019-03-25,91,33.9271716,-84.3487003
Pho King,10 Park PL STE 18,Atlanta,GA,30308,2019-11-21,83,33.7541825,-84.3885382
Independence High School,791 Mimosa BLVD,Roswell,GA,30075,2020-02-10,100,34.0198866,-84.3628717
"Wings & Seafood, LLC",1217 Metropolitan PKWY STE 501,Atlanta,GA,30310,2019-07-15,85,33.7217197,-84.4084847
Bad Daddy's Burger Bar,10800 Alpharetta HWY STE 502,Roswell,GA,30076,2019-10-21,95,34.0439237,-84.3422444
Edelweiss Concessions DBA Love At Wurst Sight,7040 Jimmy Carter BLVD STE 1,Norcross,GA,30092,2019-03-27,80,33.9460690,-84.2419153
Aku Sushi Ramen,9775 Medlock Bridge RD STE M,Duluth,GA,30097,2019-11-22,97,34.0156597,-84.1897896
Aix Restaurant & Bar,956 Brady AVE STE 100,Atlanta,GA,30318,2019-08-28,96,33.7809472,-84.4134093
Aix BAR- Tin Tin,956 Brady AVE STE 100,Atlanta,GA,30318,2019-08-28,96,33.7809472,-84.4134093
Domino's Pizza,5819 Campbellton RD STE 106,Atlanta,GA,30331,2019-05-02,82,33.6995380,-84.5784118
Drafts and Dogs,675 Ponce De Leon AVE NE STE N149,Atlanta,GA,30308,2019-11-19,100,33.7725970,-84.3655413
Cafe Kia Ora,759 W Peachtree ST NW STE 102,Atlanta,GA,30308,2019-10-29,88,33.7757396,-84.3867239
Country Inn & Suites,3000 Mansell RD,Alpharetta,GA,30022,2019-05-20,100,34.0381034,-84.2968737
A Loft Hotel Bar,7895 North Point PKWY,Alpharetta,GA,30022,2019-06-21,96,34.0390881,-84.3061295
Steak & Shake,6789 Shannon PKWY,Fairburn,GA,30213,2019-03-19,89,33.5702348,-84.5397359
Kwality Ice Creams of Atlanta,6631 Roswell RD,Atlanta,GA,30328,2019-05-16,100,33.9361300,-84.3766180
The Queso Truck,2127 Liddell DR,Atlanta,GA,30324,2019-06-13,86,33.8118946,-84.3627279
Hikari @ Johns Creek,10820 Abbotts Bridge RD,Duluth,GA,30097,2019-03-15,99,34.0453433,-84.1777738
Sandy Springs City Center-PAC Lobby Bar,1 Galambos WAY,Atlanta,GA,30328,2019-12-13,100,33.9250724,-84.3806174
Sandy Springs City Center-Staging Kit,1 Galambos WAY,Atlanta,GA,30328,2019-04-18,100,33.9250724,-84.3806174
Sandy Springs City Center- Conference Level Pantry,1 Galambos WAY,Atlanta,GA,30328,2019-12-13,100,33.9250724,-84.3806174
Sandy Springs City Center- Studio Theater Serving,1 Galambos WAY,Atlanta,GA,30328,2019-12-13,100,33.9250724,-84.3806174
Emory University Hospital Midtown Doctors Dining Room,550 Peachtree ST,Atlanta,GA,30308,2019-06-21,100,33.7687646,-84.3864832
Frutta Bowls,4920 Roswell RD STE 46,Atlanta,GA,30342,2019-07-08,99,33.8885490,-84.3823166
Cinnabon-Auntie Anne's,1000 North point CIR STE 1140,Alpharetta,GA,30022,2019-12-09,89,34.0480300,-84.2955888
Target T-2171 Starbuck's,2539 Piedmont RD NE,Atlanta,GA,30324,2020-03-09,100,33.8237498,-84.3631009
Target T-2333 Starbuck's,5570 Roswell RD,Atlanta,GA,30342,2019-05-01,96,33.9057090,-84.3806510
Kong's Kitchen,1584 Piedmont AVE,Atlanta,GA,30324,2018-08-13,96,33.7977759,-84.3687652
Cafe Posh,3150 Roswell RD NW STE A-1,Atlanta,GA,30305,2019-11-18,98,33.8407921,-84.3797830
The Beltine Studio Bar,828 Ralph McGill BLVD NE STE 118,Atlanta,GA,30306,2019-11-20,100,33.7681665,-84.3605306
3 Heart,716 Ponce De Leon PL,Atlanta,GA,30306,2019-01-04,97,33.7738459,-84.3643092
LaPeer,12 North Broad ST,Alpharetta,GA,30009,2019-10-30,100,34.0750512,-84.2938626
Grecian Gyro,11035 Medlock Bridge RD,Duluth,GA,30097,2019-11-22,97,34.0500657,-84.1772248
Loyal Tavern,950 Canton ST,Roswell,GA,30075,2019-10-11,94,34.0244515,-84.3616601
Ravine Main Bar,1021 Peachtree ST NW,Atlanta,GA,30309,2019-09-24,100,33.7826470,-84.3836874
Ravine Service Bar 1,1021 Peachtree ST NW,Atlanta,GA,30309,2019-09-24,100,33.7826470,-84.3836874
Ravine Service Bar 2,1021 Peachtree ST NW,Atlanta,GA,30309,2019-09-24,100,33.7826470,-84.3836874
Mezzanine Bar,1021 Peachtree ST NW,Atlanta,GA,30309,2019-09-24,100,33.7826470,-84.3836874
Wildleaf,950 East Paces Ferry RD NE,Atlanta,GA,30326,2019-10-02,100,33.8472718,-84.3572446
Root Baking Co,675 Ponce De Leon AVE NE,Atlanta,GA,30308,2019-09-11,100,33.7725970,-84.3655413
Chiringa,34 South Main STE 2B,Alpharetta,GA,30009,2019-11-13,97,34.0748251,-84.2945021
Hen Mother Cookhouse,11705 Jones Bridge RD STE 3201,Alpharetta,GA,30005,2018-12-21,100,34.0654628,-84.2106150
La Fonda Latina,2813 Peachtree RD,Atlanta,GA,30305,2019-10-22,96,33.8316930,-84.3849877
Meatballs & Salsa. LLC d/b/a Third Street Goods,1039 Grant ST SE STE B40,Atlanta,GA,30315,2019-11-19,87,33.7258352,-84.3769365
Delish Story,151 Ellis ST STE 100,Atlanta,GA,30303,2018-09-27,98,33.7580801,-84.3829312
Crazy Cuban,290 14th ST NW,Atlanta,GA,30318,2019-07-09,99,33.7858610,-84.3965614
IL Bacio Pizzeria & Trattoria,2571 Piedmont RD NE STE 120,Atlanta,GA,30324,2020-03-13,97,33.8256097,-84.3655717
Ritz-Carlton Atlanta-Club Lounge,181 Peachtree ST NE,Atlanta,GA,30303,2019-11-12,99,33.7585721,-84.3871811
The District Patio-Service Bar,269 Armour DR,Atlanta,GA,30324,2018-04-20,100,33.8120744,-84.3786001
The District Upstairs Bar,269 Armour DR,Atlanta,GA,30324,2018-04-20,100,33.8120744,-84.3786001
The District Bar Kitchen,269 Armour DR,Atlanta,GA,30324,2018-04-20,100,33.8120744,-84.3786001
Poke Bar,4920 Roswell RD STE 47,Atlanta,GA,30342,2020-01-27,98,33.8885729,-84.3823775
McDonald's,3534 Martin Luther King DR,Atlanta,GA,30331,2019-04-11,91,33.7577255,-84.5034356
JJ's Cafe LLC,3650 Jonesboro RD,Atlanta,GA,30354,2019-01-10,100,33.6558787,-84.3661163
House of RIbs,2692 Godby RD,Atlanta,GA,30331,2019-05-22,94,33.6163309,-84.4771304
Edelweiss Concessions dba So-fish-ticated,7040 Jimmy Carter BLVD,Norcross,GA,30092,2018-09-06,99,33.9460690,-84.2419153
King & Spalding Cafe,1180 Peachtree ST NE FL 18,Atlanta,GA,30309,2019-04-04,100,33.7869284,-84.3840985
Sheraton Atlanta Hotel-Deli,165 Courtland ST NE,Atlanta,GA,30303,2019-03-05,97,33.7591346,-84.3832808
Little Alley Steak- Upstairs Bar,3500 Lenox RD,Atlanta,GA,30303,2019-04-26,100,33.8520311,-84.3662805
J.R. Crickets,3529 Main ST,College Park,GA,30337,2020-01-08,90,33.6594199,-84.4483619
Terri's Cafe Inc.,2478 Martin Luther King Jr. DR,Atlanta,GA,30311,2019-06-06,100,33.7516272,-84.4686593
Sauer Syoerfoods Inc. / dba Vitality Bowls,364 Commerce ST STE 6G,Alpharetta,GA,30009,2019-05-15,100,34.0745616,-84.2932355
Sbarro #584,2186 N Point CIR,Alpharetta,GA,30022,2019-12-19,99,34.0501068,-84.2969812
Southern Porch on Main,62 N Main ST,Alpharetta,GA,30009,2019-06-11,90,34.0772091,-84.2948178
Taste of Grace(Base of Operation for Mobile),4245 Cascade RD,Atlanta,GA,30331,2019-05-08,100,33.7355399,-84.5267243
Revelator Coffee,101 Marietta ST STE 150,Atlanta,GA,30303,2018-12-13,99,33.7568359,-84.3920664
Fiesta Cantina,360 Edgewood AVE,Atlanta,GA,30312,2018-10-23,91,33.7544968,-84.3760132
"Irby's Tavern, LLC d/b/a Irby's Tavern",322 East Paces Ferry RD,Atlanta,GA,30305,2019-10-23,97,33.8396135,-84.3770808
Sweet-Stack Creamery,171 Auburn AVE NE,Atlanta,GA,30303,2019-11-21,97,33.7560854,-84.3813417
Buzz Coffee and Winehouse,2315 Cascade RD,Atlanta,GA,30311,2019-06-18,100,33.7222757,-84.4643954
Boneyard Kitchen & Tap,12050 Etris RD STE 100,Roswell,GA,30075,2019-02-27,100,34.0736910,-84.3633646
Smoothie King,3680 Cascade RD STE A-1,Atlanta,GA,30331,2019-10-21,89,33.7229246,-84.5082498
Mouth of the South,186 Carroll ST SE,Atlanta,GA,30312,2019-02-15,100,33.7495371,-84.3679028
B114A-W,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B114A-E,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B118,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
119 Dessert,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B119,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B120,1 State Farm,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
Bubbly Boba,11500 Webb Bridge WAY STE 1,Alpharetta,GA,30005,2019-01-07,99,34.0616014,-84.2250323
B104,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B105,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
