name,STREETADDRESS,STREETCITY,STREETSTATE,STREETCOUNTRY,STREETZIPCODE,STREETCOUNTY,STREETMSA,Employment (Individual Site - Current Year),PRIMARYNAICS,Category,SubCategory,SIC8DIGIT,Description,coi_sector,COI Sub-sector,lat,lon
LMO TRUCKING LLC,504 W MAIN ST,SWAINSBORO,GA,USA,30401-3106,EMANUEL,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4588735,-82.0549513
TEJO BROS TRANSIT LLC,521 TAYLOR DR,LOGANVILLE,GA,USA,30052-9259,WALTON,43,5,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4694625,-82.0542065
RAPID PROFESSIONALS LLC,2350 COBB PKWY SE APT 16H,SMYRNA,GA,USA,30080-2713,COBB,43,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR MFG FARM MACHINERY/EQUIP MFG CONCRETE BLOCK/BRICK SPECIAL TRADE CONTRACTOR CONCRETE CONTRACTOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.526671,-82.053877
FIRST FLIGHT AVIATION- INC,3888 STONE LAKE DR NW,KENNESAW,GA,USA,30152-6988,COBB,43,1,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",MANAGEMENT CONSULTING SERVICES,87420410, TRANSPORTATION CONSULTANT ,AUXILIARY SVCS,Consulting,31.5362627,-82.0538629
TRUCK & TAP- LLC,8640 MAIN ST,WOODSTOCK,GA,USA,30188-4937,CHEROKEE,43,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.378333,-82.053121
AMERICAN FREIGHT OF OHIO- LLC,1230 MT HWY,RIVERDALE,GA,USA,30274,CLAYTON,43,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310100, TRANSPORTATION AGENTS AND BROKERS ,TRUCK,,33.517027,-82.05243
HALL LOGISTICS ENTERPRISE LLC,1339 VELVET CREEK WAY SW,MARIETTA,GA,USA,30008-7625,COBB,43,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.4964766,-82.0518869
AL 4 TRUCK LAIN LLC,767 NORTHERN AVE APT H3,CLARKSTON,GA,USA,30021-1939,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4332926,-82.0516315
FAZONS HAULING L.L.C.,5551 BOGGS DR,STONE MOUNTAIN,GA,USA,30087-5741,DEKALB,43,2,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129905,DUMP TRUCK HAULAGE,TRUCK,Dump Truck,31.9819214,-82.0506103
T W HAULING,20400 HIGHWAY 15,WHITE PLAINS,GA,USA,30678-2050,GREENE,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.520246,-82.0502823
MYA TRUCKING LLC,4355 WATERS WAY,SNELLVILLE,GA,USA,30039-5991,GWINNETT,43,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.3841979,-82.0493544
LAD TRUCK LINES- INC.,109 S BARNETT SHOALS RD,WATKINSVILLE,GA,USA,30677-2266,OCONEE,42,17,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139904,HEAVY HAULING NEC,TRUCK,,33.378667,-82.048547
XPO LOGISTICS FREIGHT- INC.,21 SMILEY INGRAM RD SE,CARTERSVILLE,GA,USA,30121-8134,BARTOW,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL LOCAL TRUCKING OPERATOR,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.397369,-82.0480137
BROWN'S DUMP SERVICE LLC,3317 DEEP CREEK RD,BOWMAN,GA,USA,30624-2505,ELBERT,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.356258,-82.0479838
TERRY E. KENDRICK- A SOLE,207 ARBOR CT,ALBANY,GA,USA,31705-2614,DOUGHERTY,16,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.290929,-82.047946
GARY HEAD TRUCKING,106 KNIGHTS WAY,DAHLONEGA,GA,USA,30533-2620,LUMPKIN,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3763696,-82.0478009
SOUTHEAST EXPRESS COURIER- LLC,253 LIZA RUDOLPH RD,WOODBINE,GA,USA,31569-3203,CAMDEN,0,2,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.3748399,-82.0470347
ARO TRUCKING- LLC,1267 HILL ST SE,ATLANTA,GA,USA,30315-2419,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4400658,-82.0459706
GILBERT SMITH TRUCKING,6625 CONNELL RD,FAIRBURN,GA,USA,30213-3151,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4499125,-82.0441403
PROLOGISTIC SOLUTIONS LLC,3730 LAKE ENCLAVE WAY,ATLANTA,GA,USA,30349-1890,FULTON,43,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.5231378,-82.0438003
AAA STORAGE,2092 WHITESVILLE RD,LAGRANGE,GA,USA,30240-6003,TROUP,0,1,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42259901,GENERAL WAREHOUSING,OTHER,,33.5255953,-82.0435444
JOHNSON TRUCKING,1413 LILY POND RD,ALBANY,GA,USA,31701-7751,DOUGHERTY,16,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.5255953,-82.0435444
HUBERT FRANKLIN LAMBERT JR,5914 GA HIGHWAY 80,STAPLETON,GA,USA,30823-5330,JEFFERSON,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.3799138,-82.0434912
VELVET RELOCATION STORAGE,200 ARTHURS LN,COVINGTON,GA,USA,30016-8799,NEWTON,43,2,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,32.3983171,-82.0421878
COURIER EXPRESS/ATLANTA- INC.,2051 FRANKLIN WAY SE,MARIETTA,GA,USA,30067-8712,COBB,43,85,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.376994,-82.0419268
NOBLE PETROLEUM TRANSPORT LLC,4045 GABLES PL,BUFORD,GA,USA,30519-7104,GWINNETT,43,1,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120202,PETROLEUM HAULAGE LOCAL,TRUCK,Liquid Bulk,32.4332217,-82.0410648
JOSEPH E HICKOX,480 BROADHURST RD,JESUP,GA,USA,31546-0402,WAYNE,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.523948,-82.039769
MTL OF THE SOUTHEAST,6061 COMMERCE CT,SAVANNAH,GA,USA,31408-9707,CHATHAM,538,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.3811361,-82.0382872
ESTELLE UDELL,2282 WILDERNESS WAY,MARIETTA,GA,USA,30066-5752,COBB,43,2,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,TRUCK TERMINAL FACILITY,42310000,TRUCKING TERMINAL FACILITIES,TRUCK,,33.3811361,-82.0382872
MAXX TRUCKING & LOGISTICS LLC,6563 MITCHELL LN SW,MABLETON,GA,USA,30126-5127,COBB,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,"FREIGHT TRANSPORTATION ARRANGEMENT, NSK",47310104, TRUCK TRANSPORTATION BROKERS ,TRUCK,,33.4102834,-82.0376274
MGJC TRUCKING LLC,8 PARSONAGE ST,MC RAE,GA,USA,31055-4566,TELFAIR,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.3938962,-82.0366483
MCCOY TRUCKING CO.,1950 MOUNT OLIVET CH RD,MIDVILLE,GA,USA,30441-4352,BURKE,0,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,33.3937954,-82.0364354
PARCEL XPRESS GROUP LLC,7840 ROSWELL RD STE 320,ATLANTA,GA,USA,30350-4889,FULTON,43,2,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159904," PARCEL DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.4367764,-82.0360949
FIRST COURIER CORP,5050 WINDING ROSE DR,SUWANEE,GA,USA,30024-4062,GWINNETT,43,1,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.40891,-82.036056
THE P H HERNDON PENTECOSTAL EVANGELISTIC ASSOC OF JEFF DAVIS CTY GA,354 GA HIGHWAY 107,DENTON,GA,USA,31532-3112,JEFF DAVIS,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.516945,-82.0358059
K & T TRUCKING INC,37 PINE GROVE RD,CARTERSVILLE,GA,USA,30120-8464,BARTOW,0,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4703427,-82.0357717
TROWELL LOGGING INC,249 LARRY TROWELL RD,HAZLEHURST,GA,USA,31539-4405,JEFF DAVIS,0,1,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120301,LUMBER (LOG) TRUCKING LOCAL,TRUCK,Specialized,33.4131581,-82.0356266
FEDERAL EXPRESS CORPORATION,109 HEMLOCK ST,VALDOSTA,GA,USA,31601-5164,LOWNDES,0,18,492110,COURIERS AND EXPRESS DELIVERY SERVICES,AIR & GROUNG CARGO CARRIER,45130000,AIR COURIER SERVICES,AIR,,33.4652,-82.0351723
EQUITY LOGISTICS LLC,147 26TH ST NW APT 3209,ATLANTA,GA,USA,30309-2061,FULTON,43,1,488119,OTHER AIRPORT OPERATIONS,AIRPORT/AIRPORT SERVICES BUSINESS SERVICES AT NON-COMMERCIAL SITE FREIGHT TRANSPORTATION ARRANGEMENT,45819901,AIR FREIGHT HANDLING AT AIRPORTS,AIR,,33.4652,-82.0351723
SMITH AIRCRAFT SERVICES- INC.,1109 ARBOR GROVE WAY,BUFORD,GA,USA,30518-8641,GWINNETT,43,2,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRPORT/AIRPORT SERVICES,45810202,AIRCRAFT SERVICING AND REPAIRING,AIR,,33.4652,-82.0351723
BILLY ETCHELLS TRUCKING INC,3250 ELMODEL HWY,NEWTON,GA,USA,39870-8134,BAKER,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4205597,-82.034988
JBC TRUCKING,7180 ATLANTA HWY,RUTLEDGE,GA,USA,30663-2625,MORGAN,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4294381,-82.0346553
CARGO SOLUTION EXPRESS- INC,281 MOUNT ZION RD SW,ATLANTA,GA,USA,30354-1244,FULTON,43,7,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR- NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,32.3566333,-82.0343495
C & H TRUCKING,14475 TURNER RD,METTER,GA,USA,30439-6760,CANDLER,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4596811,-82.0343495
C. C & P TRUCKING INC,135 FOUR POINTS RD,JACKSON,GA,USA,30233-4250,BUTTS,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR BUSINESS SERV NON-COMMERCIAL SITE,42129913, TRUCK RENTAL WITH DRIVERS ,TRUCK,Local,33.4254825,-82.0337109
DCI TRANSPORT LLC,2635 NORTHGATE AVE STE A,CUMMING,GA,USA,30041-6462,FORSYTH,43,15,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890101, CAR LOADING ,RAIL,,32.2646193,-82.0335832
CARTERSVILLE TRUCKS LLC,5500 HIGHWAY 20 SE,CARTERSVILLE,GA,USA,30121-5103,BARTOW,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.7573222,-82.0327697
IMPERIAL TRANSPORTATION SERVICES LLC,5179 BARRINGTON TRACE DR,ATLANTA,GA,USA,30331-9111,FULTON,43,1,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.4525273,-82.0323698
AIRMEC INC,839 RONALD WOOD RD,WINDER,GA,USA,30680-4131,BARROW,0,10,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE,45810202,AIRCRAFT SERVICING AND REPAIRING,AIR,,33.512979,-82.0322847
COLES TRUCKING,6292 FIELD MILL RD,STONE MOUNTAIN,GA,USA,30087-4917,DEKALB,43,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,30.7833437,-82.0322193
RYDER DEDICATED LOGISTICS INC,119 LESTER ST,THOMASVILLE,GA,USA,31792-6021,THOMAS,0,30,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310104, TRUCK TRANSPORTATION BROKERS ,TRUCK,,33.3860033,-82.03171
BANKS MOVING & STORAGE,169 TRINITY AVE SW,ATLANTA,GA,USA,30303-3648,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,32.6139759,-82.0312891
THE AVIATION DEPT LLC,2662 COTTONWOOD DR,MARIETTA,GA,USA,30066-3616,COBB,43,4,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRPORT/AIRPORT SERVICES,45810200,AIRCRAFT MAINTENANCE AND REPAIR SERVICES,AIR,,30.7996969,-82.0305273
THE CENTER FOR CHILDREN WITH INCARCERATED PARENTS OF ATLANTA INC,1330 ORCHARD PARK DR,STONE MOUNTAIN,GA,USA,30083-1235,DEKALB,43,5,484110,"GENERAL FREIGHT TRUCKING, LOCAL",TRUCK OPERATOR-NONLOCAL LOCAL TRUCK-WITH STORAGE LOCAL TRUCKING WITHOUT STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,33.52593,-82.0304606
STORAGE & MOVING LOGISTICS- LLC.,434 EDGE RD,VILLA RICA,GA,USA,30180-2764,CARROLL,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,33.0912842,-82.0303476
JRD TRUCKING CO,1858 ELDERS MILL RD,SENOIA,GA,USA,30276-2679,COWETA,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,30.8372383,-82.0299219
COWS & CRITTERS LLC,3302 TOCCOA HWY,CLARKESVILLE,GA,USA,30523-5231,HABERSHAM,0,1,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890102, FREIGHT CAR LOADING AND UNLOADING ,RAIL,,32.4945858,-82.0291555
PIF LOGISTICS LLC,5152 MEMORIAL DR STE 101,STONE MOUNTAIN,GA,USA,30083-3158,DEKALB,43,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.4751534,-82.0284241
PAWLAK DISTRIBUTION LLC,1354 BRIDGE MILL AVE,CANTON,GA,USA,30114-7700,CHEROKEE,43,2,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,TRUCK TERMINAL FACILITY,42310000,TRUCKING TERMINAL FACILITIES,TRUCK,,33.4295911,-82.0282401
GATX CORPORATION,200 7TH ST,MACON,GA,USA,31201-3466,BIBB,343,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890402, RAILROAD CAR REPAIR ,RAIL,,33.118532,-82.025712
GLOBAL LOGISTICAL SERVICES INC,1416 GATES CIR SE,ATLANTA,GA,USA,30316-4096,FULTON,43,5,488510,FREIGHT TRANSPORTATION ARRANGEMENT,TRANSPORTATION AGENTS AND BROKERS,47310100, TRANSPORTATION AGENTS AND BROKERS ,TRUCK,,33.4045256,-82.0256004
ABF FREIGHT SYSTEM- INC.,711 GUY PAINE RD,MACON,GA,USA,31206-2013,BIBB,343,7,484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",TRUCKING OPERATOR-NONLOCAL,42139901,AUTOMOBILES TRANSPORT AND DELIVERY,TRUCK,Automobiles,32.75236,-82.0241315
TOP GEAR LLC,1854 DERBY DR,AUGUSTA,GA,USA,30904-5226,RICHMOND,49,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,31.485105,-82.0240025
ALBRO TRUCKING LLC,427 CAMELOT PKWY,JONESBORO,GA,USA,30236-1750,CLAYTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4237151,-82.0238335
CLAYTONS TOWING,5964 COVINGTON HWY,DECATUR,GA,USA,30035-3753,DEKALB,43,2,488330,NAVIGATIONAL SERVICES TO SHIPPING,TOWING/TUGBOAT SERVICES,44920000,TOWING AND TUGBOAT SERVICE,OCEAN,,33.0342559,-82.0231516
PAIGE COURIER SERVICE LLC,3925 KINGFISHER DR,ATLANTA,GA,USA,30349-1989,FULTON,43,4,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE BUSINESS SERV NON-COMMERCIAL SITE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.45578,-82.023078
WEBB BROTHERS TRANSFER- INC.,3698 US HIGHWAY 80 E,TWIN CITY,GA,USA,30471-3625,EMANUEL,0,30,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING WITHOUT STORAGE,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.4984493,-82.0228967
SAPPS TRUCKING,4857 LAURA CHAPEL RD,PATTERSON,GA,USA,31557-5418,PIERCE,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,30.8314958,-82.0224497
ALL FREIGHT TRANSPORTATION- LLC,621 HERRING DR,MACON,GA,USA,31204-1714,BIBB,343,1,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.4136089,-82.0220156
KEEP IT MOVING TRUCKING- LLC,289 FAYETTEVILLE RD,FAIRBURN,GA,USA,30213-1767,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4023702,-82.0215342
ZKR EXPRESS INC,2199 ATHENS HWY,JEFFERSON,GA,USA,30549-5839,JACKSON,42,12,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.130502,-82.0202994
THREE B TRUCKING LLC,1567 US HIGHWAY 221 N,MOUNT VERNON,GA,USA,30445-3212,MONTGOMERY,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.453188,-82.0200013
GEORGIA MESSENGER SERVICE INC,3620 DEKALB TEC PKWY,ATLANTA,GA,USA,30340-3601,DEKALB,43,10,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,31.5287042,-82.0199715
SOVEREIGN TRUCKING LLC,3254 DIAMOND BLF,UNION CITY,GA,USA,30291-6048,FULTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.5093154,-82.0192988
UNITED PARCEL SERVICE- INC. (OH),7137 SOUTHLAKE PKWY,MORROW,GA,USA,30260-3076,CLAYTON,43,11,481112,SCHEDULED FREIGHT AIR TRANSPORTATION,SCHEDULED AIR TRANSPORTATION,45129901,AIR CARGO CARRIER SCHEDULED,AIR,,33.3977478,-82.0190433
ELMER RODRIGUEZ,127 CHANDLERS RDG,CHATSWORTH,GA,USA,30705-6542,MURRAY,0,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.4021009,-82.0190433
WELD IT UP,1506 NUNNALLY WAY,MONROE,GA,USA,30655-4015,WALTON,43,1,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.3990714,-82.0189794
JEFF L BURKHALTER,709 LUCKY JONES RD,HULL,GA,USA,30646-1616,MADISON,42,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,33.4485857,-82.0189688
UNITED PARCEL SERVICE- INC. (OH),415 DIVIDEND DR,PEACHTREE CITY,GA,USA,30269-1940,FAYETTE,43,95,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159904," PARCEL DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.0717367,-82.0187026
KINGSTON TRANSPORTATION LLC,5834 COBBROOK DR,ELLENWOOD,GA,USA,30294-3914,DEKALB,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,30.850042,-82.0175452
V&J HAULING,275 BEEBE RD,SPRINGFIELD,GA,USA,31329-5221,EFFINGHAM,538,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.091721,-82.0167226
P J BENNETT ENTERPRISE INC,636 WOODCREST MANOR DR,STONE MOUNTAIN,GA,USA,30083-6133,DEKALB,43,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,TRANSPORTATION AGENTS AND BROKERS,47310100, TRANSPORTATION AGENTS AND BROKERS ,TRUCK,,32.3817539,-82.013368
TK TRUCKING- LLC. (NEVADA),1228 HUNTLY CIR,THOMSON,GA,USA,30824-4073,MCDUFFIE,0,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL BUSINESS SERVICES AT NON-COMMERCIAL SITE,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.0850611,-82.0129752
HOWARD TRUCKING CO DBA,1680 GA HIGHWAY 128,ROBERTA,GA,USA,31078-4629,CRAWFORD,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.772423,-82.0128582
RM GLOBAL LOGISTICS- LLC,6051 WADE ORR RD,FLOWERY BRANCH,GA,USA,30542-5319,HALL,0,4,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310104, TRUCK TRANSPORTATION BROKERS ,TRUCK,,33.4307967,-82.0128475
